InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
166769,SKU0155,Product 155,1,2025-05-31 00:55:17,22.76,10011,France,22.76
166769,SKU0073,Product 073,3,2025-04-28 12:35:01,12.4,10011,United Kingdom,37.2
166770,SKU0106,Product 106,3,2024-04-10 07:11:19,27.83,10011,Netherlands,83.49
166770,SKU0090,Product 090,5,2024-01-12 00:05:20,24.14,10011,United Kingdom,120.7
166770,SKU0092,Product 092,4,2025-02-03 20:00:40,136.34,10011,Netherlands,545.36
166771,SKU0230,Product 230,6,2025-05-30 04:11:27,30.31,10011,Ireland,181.85999999999999
166771,SKU0117,Product 117,5,2025-06-29 16:49:11,35.91,10011,United Kingdom,179.54999999999998
166771,SKU0319,Product 319,3,2024-07-02 23:53:54,16.26,10011,United Kingdom,48.78
166772,SKU0193,Product 193,4,2025-01-02 09:12:42,38.23,10011,Netherlands,152.92
166772,SKU0178,Product 178,9,2025-09-22 22:34:01,32.2,10011,United Kingdom,289.8
166772,SKU0162,Product 162,3,2024-03-10 03:43:00,21.05,10011,France,63.150000000000006
166773,SKU0101,Product 101,2,2024-10-07 14:26:46,13.2,10011,Ireland,26.4
166773,SKU0233,Product 233,7,2024-05-25 23:37:10,37.25,10011,Spain,260.75
166774,SKU0300,Product 300,6,2024-08-19 06:56:12,18.48,10011,United Kingdom,110.88
166774,SKU0014,Product 014,3,2024-12-08 11:07:31,34.99,10011,Ireland,104.97
166774,SKU0181,Product 181,3,2025-05-18 15:04:49,32.16,10011,Ireland,96.47999999999999
166775,SKU0026,Product 026,3,2024-07-05 11:35:56,20.73,10011,Germany,62.19
166775,SKU0185,Product 185,6,2025-08-02 11:56:21,44.65,10011,United Kingdom,267.9
166775,SKU0265,Product 265,5,2024-06-21 10:38:30,25.39,10011,France,126.95
166776,SKU0241,Product 241,8,2024-09-26 03:11:50,54.29,10011,United Kingdom,434.32
166776,SKU0257,Product 257,3,2025-02-23 00:51:34,29.19,10011,Spain,87.57000000000001
166776,SKU0100,Product 100,3,2024-01-09 21:58:43,10.21,10012,Germany,30.630000000000003
166777,SKU0339,Product 339,5,2025-07-14 08:12:46,29.04,10012,Netherlands,145.2
166777,SKU0166,Product 166,1,2025-05-03 13:23:40,26.74,10012,United Kingdom,26.74
166777,SKU0369,Product 369,3,2025-09-02 12:37:05,22.08,10012,United Kingdom,66.24
166778,SKU0263,Product 263,6,2024-07-19 02:27:13,7.91,10012,France,47.46
166778,SKU0249,Product 249,4,2024-10-17 12:19:44,37.65,10012,Spain,150.6
166778,SKU0199,Product 199,3,2025-10-18 19:09:22,87.33,10012,United Kingdom,261.99
166779,SKU0028,Product 028,1,2024-02-18 12:11:31,25.3,10012,France,25.3
166779,SKU0376,Product 376,2,2024-12-25 17:20:41,14.48,10012,United Kingdom,28.96
166779,SKU0380,Product 380,3,2024-12-19 08:32:55,8.73,10012,Australia,26.19
166780,SKU0374,Product 374,4,2024-11-23 19:56:54,19.49,10012,Netherlands,77.96
166780,SKU0150,Product 150,8,2024-11-13 17:11:03,32.8,10012,United Kingdom,262.4
166780,SKU0227,Product 227,3,2025-06-30 13:24:01,25.24,10012,Netherlands,75.72
166781,SKU0096,Product 096,4,2024-05-23 22:49:01,30.18,10012,United Kingdom,120.72
166781,SKU0292,Product 292,3,2025-10-13 02:09:16,68.12,10012,Spain,204.36
166781,SKU0140,Product 140,2,2025-10-17 19:12:41,32.21,10012,United Kingdom,64.42
166782,SKU0249,Product 249,7,2024-05-11 12:50:47,27.81,10012,Germany,194.67
166782,SKU0283,Product 283,3,2025-12-13 07:44:44,5.69,10012,United Kingdom,17.07
166782,SKU0117,Product 117,4,2024-07-10 19:03:09,45.97,10012,United Kingdom,183.88
166783,SKU0195,Product 195,4,2024-02-07 06:52:00,24.18,10012,United Kingdom,96.72
166783,SKU0054,Product 054,4,2024-10-17 16:12:23,15.94,10012,France,63.76
166783,SKU0240,Product 240,5,2025-08-04 21:13:30,20.88,10012,France,104.39999999999999
166784,SKU0388,Product 388,4,2025-09-09 13:48:21,13.99,10012,Netherlands,55.96
166784,SKU0012,Product 012,3,2025-04-17 05:12:42,21.72,10012,United Kingdom,65.16
166784,SKU0346,Product 346,2,2025-08-15 16:52:14,11.98,10012,United Kingdom,23.96
166785,SKU0318,Product 318,3,2025-10-04 04:28:44,8.59,10012,United Kingdom,25.77
166785,SKU0279,Product 279,2,2025-04-09 06:22:46,59.19,10012,France,118.38
166786,SKU0051,Product 051,6,2024-04-07 07:25:56,34.3,10012,Australia,205.79999999999998
166786,SKU0060,Product 060,2,2024-04-04 12:54:34,36.98,10012,France,73.96
166786,SKU0166,Product 166,5,2024-07-14 14:46:46,17.59,10013,United Kingdom,87.95
166787,SKU0161,Product 161,4,2024-02-20 00:11:04,25.61,10013,United Kingdom,102.44
166787,SKU0065,Product 065,3,2024-07-25 20:58:44,16.01,10013,United Kingdom,48.03
166787,SKU0307,Product 307,4,2025-12-27 04:42:29,36.84,10013,United Kingdom,147.36
166788,SKU0065,Product 065,5,2024-06-24 22:22:28,32.35,10013,Belgium,161.75
166788,SKU0017,Product 017,2,2025-04-10 06:08:19,21.37,10013,United Kingdom,42.74
166788,SKU0269,Product 269,4,2025-12-15 23:57:36,35.94,10013,United Kingdom,143.76
166789,SKU0214,Product 214,4,2024-07-04 13:23:45,16.73,10013,France,66.92
166789,SKU0124,Product 124,3,2025-05-23 20:18:46,35.17,10013,United Kingdom,105.51
166789,SKU0363,Product 363,4,2024-11-24 17:29:59,20.33,10013,Ireland,81.32
166790,SKU0366,Product 366,4,2024-07-27 12:01:41,22.85,10013,Belgium,91.4
166790,SKU0052,Product 052,9,2025-11-25 23:34:30,30.24,10013,United Kingdom,272.15999999999997
166790,SKU0332,Product 332,2,2025-04-25 10:35:56,13.2,10013,United Kingdom,26.4
166791,SKU0138,Product 138,3,2024-11-16 04:47:21,123.1,10013,United Kingdom,369.29999999999995
166791,SKU0273,Product 273,3,2025-08-16 12:03:39,25.05,10013,United Kingdom,75.15
166791,SKU0372,Product 372,8,2025-10-20 16:43:41,19.73,10013,Germany,157.84
166792,SKU0329,Product 329,5,2025-09-27 05:28:57,7.63,10013,Netherlands,38.15
166792,SKU0328,Product 328,3,2024-08-23 18:00:24,31.95,10013,Ireland,95.85
166793,SKU0385,Product 385,2,2024-09-08 14:20:54,27.6,10013,United Kingdom,55.2
166793,SKU0313,Product 313,7,2024-06-19 05:24:16,18.9,10013,Netherlands,132.29999999999998
166793,SKU0192,Product 192,4,2025-05-23 06:07:49,13.91,10013,Spain,55.64
166794,SKU0335,Product 335,2,2025-08-10 18:54:47,26.86,10013,United Kingdom,53.72
166794,SKU0385,Product 385,4,2025-04-27 11:08:25,18.18,10013,France,72.72
166794,SKU0055,Product 055,3,2025-03-14 12:36:03,22.29,10013,United Kingdom,66.87
166795,SKU0175,Product 175,6,2025-07-17 11:28:18,35.73,10013,United Kingdom,214.38
166795,SKU0174,Product 174,4,2024-05-12 14:19:36,16.48,10013,United Kingdom,65.92
166795,SKU0095,Product 095,7,2024-09-24 22:58:11,25.67,10013,United Kingdom,179.69
166796,SKU0214,Product 214,1,2025-05-31 15:52:59,16.42,10013,Germany,16.42
166796,SKU0348,Product 348,6,2024-02-08 06:13:04,31.77,10013,United Kingdom,190.62
166796,SKU0143,Product 143,5,2025-10-27 12:16:02,21.65,10014,United Kingdom,108.25
166797,SKU0394,Product 394,6,2024-05-05 19:47:52,74.62,10014,Ireland,447.72
166797,SKU0080,Product 080,3,2025-07-29 22:27:23,50.28,10014,United Kingdom,150.84
166797,SKU0043,Product 043,2,2025-03-26 17:30:52,10.62,10014,United Kingdom,21.24
166798,SKU0241,Product 241,5,2025-09-11 11:16:56,20.1,10014,Ireland,100.5
166798,SKU0051,Product 051,2,2025-07-20 13:07:59,8.8,10014,Belgium,17.6
166798,SKU0246,Product 246,2,2025-01-12 18:25:18,44.65,10014,Belgium,89.3
166799,SKU0118,Product 118,3,2025-07-06 17:01:08,24.01,10014,Germany,72.03
166799,SKU0370,Product 370,7,2024-09-10 13:05:00,6.71,10014,United Kingdom,46.97
166799,SKU0193,Product 193,4,2025-03-02 08:34:26,9.88,10014,Belgium,39.52
166800,SKU0321,Product 321,4,2025-10-30 16:20:28,32.96,10014,United Kingdom,131.84
166800,SKU0259,Product 259,5,2024-03-02 15:06:44,15.28,10014,United Kingdom,76.39999999999999
166800,SKU0154,Product 154,6,2024-09-17 15:49:30,38.31,10014,Germany,229.86
166801,SKU0289,Product 289,4,2024-01-13 03:30:20,22.49,10014,United Kingdom,89.96
166801,SKU0326,Product 326,5,2025-01-25 23:26:14,17.97,10014,Ireland,89.85
166802,SKU0028,Product 028,3,2024-01-29 18:36:33,9.93,10014,United Kingdom,29.79
166802,SKU0008,Product 008,3,2025-02-05 08:03:25,21.3,10014,United Kingdom,63.900000000000006
166802,SKU0099,Product 099,3,2024-10-30 00:34:34,32.3,10014,Germany,96.89999999999999
166803,SKU0191,Product 191,2,2025-07-26 23:39:27,42.6,10014,Belgium,85.2
166803,SKU0179,Product 179,5,2024-06-09 12:25:44,53.11,10014,Germany,265.55
166803,SKU0388,Product 388,3,2024-04-28 10:25:44,31.62,10014,United Kingdom,94.86
166804,SKU0301,Product 301,4,2024-03-10 04:05:20,11.85,10014,Ireland,47.4
166804,SKU0365,Product 365,2,2024-10-24 22:19:46,9.79,10014,United Kingdom,19.58
166804,SKU0016,Product 016,3,2024-12-22 12:26:12,28.29,10014,United Kingdom,84.87
166805,SKU0091,Product 091,2,2025-11-02 06:14:09,27.56,10014,United Kingdom,55.12
166805,SKU0124,Product 124,3,2024-05-05 07:00:18,13.37,10014,United Kingdom,40.11
166806,SKU0180,Product 180,6,2025-05-25 14:21:05,17.66,10014,France,105.96000000000001
166806,SKU0130,Product 130,7,2024-02-14 19:15:23,21.2,10014,United Kingdom,148.4
166806,SKU0288,Product 288,2,2024-09-09 11:23:17,26.38,10015,United Kingdom,52.76
166807,SKU0156,Product 156,5,2025-04-22 21:09:41,13.81,10015,Australia,69.05
166807,SKU0147,Product 147,5,2024-07-04 16:44:26,29.24,10015,Belgium,146.2
166807,SKU0092,Product 092,4,2025-03-10 11:43:13,18.41,10015,Belgium,73.64
166808,SKU0356,Product 356,3,2024-11-27 21:14:05,3.84,10015,United Kingdom,11.52
166808,SKU0067,Product 067,4,2025-11-26 01:32:05,11.25,10015,Australia,45.0
166808,SKU0103,Product 103,2,2024-07-29 04:14:10,12.33,10015,United Kingdom,24.66
166809,SKU0344,Product 344,3,2025-10-24 08:23:13,28.29,10015,Germany,84.87
166809,SKU0382,Product 382,3,2025-04-02 02:05:26,11.87,10015,United Kingdom,35.61
166809,SKU0363,Product 363,5,2025-07-01 19:19:18,25.59,10015,France,127.95
166810,SKU0004,Product 004,7,2024-05-03 14:11:27,17.67,10015,Netherlands,123.69000000000001
166810,SKU0377,Product 377,4,2024-01-15 11:30:11,19.42,10015,France,77.68
166810,SKU0283,Product 283,2,2025-06-18 10:18:17,12.15,10015,United Kingdom,24.3
166811,SKU0181,Product 181,5,2024-12-17 17:14:33,28.69,10015,United Kingdom,143.45000000000002
166811,SKU0385,Product 385,2,2024-08-13 17:31:23,34.7,10015,United Kingdom,69.4
166811,SKU0309,Product 309,5,2025-10-17 09:04:56,29.37,10015,United Kingdom,146.85
166812,SKU0005,Product 005,2,2024-08-26 13:12:03,10.13,10015,United Kingdom,20.26
166812,SKU0390,Product 390,8,2024-11-12 00:47:30,7.59,10015,France,60.72
166812,SKU0004,Product 004,1,2025-06-13 18:39:35,20.87,10015,United Kingdom,20.87
166813,SKU0194,Product 194,5,2025-12-04 16:14:11,25.43,10015,United Kingdom,127.15
166813,SKU0051,Product 051,4,2025-10-19 06:36:00,19.16,10015,United Kingdom,76.64
166813,SKU0203,Product 203,2,2025-04-21 07:08:31,22.04,10015,United Kingdom,44.08
166814,SKU0201,Product 201,3,2024-03-21 01:42:01,26.12,10015,Germany,78.36
166814,SKU0067,Product 067,3,2024-03-21 11:42:01,34.77,10015,United Kingdom,104.31
166814,SKU0171,Product 171,4,2025-05-21 20:40:46,22.73,10015,Germany,90.92
166815,SKU0019,Product 019,3,2025-01-07 21:53:32,35.04,10015,United Kingdom,105.12
166815,SKU0284,Product 284,1,2024-04-07 15:20:56,15.86,10015,Germany,15.86
166815,SKU0191,Product 191,5,2025-05-23 05:19:40,27.97,10015,United Kingdom,139.85
166816,SKU0144,Product 144,4,2025-11-19 04:01:45,33.3,10015,United Kingdom,133.2
166816,SKU0017,Product 017,5,2024-02-17 08:23:49,32.44,10015,Germany,162.2
166816,SKU0071,Product 071,5,2025-08-26 04:35:18,13.53,10016,United Kingdom,67.64999999999999
166817,SKU0293,Product 293,5,2024-09-08 03:45:11,18.5,10016,United Kingdom,92.5
166817,SKU0066,Product 066,3,2024-10-17 03:51:14,23.63,10016,United Kingdom,70.89
166817,SKU0086,Product 086,7,2025-06-08 00:52:46,43.08,10016,Spain,301.56
166818,SKU0183,Product 183,4,2024-06-29 00:07:58,62.15,10016,United Kingdom,248.6
166818,SKU0379,Product 379,2,2024-04-24 09:53:54,12.99,10016,United Kingdom,25.98
166818,SKU0370,Product 370,3,2025-12-05 21:33:14,14.22,10016,Netherlands,42.660000000000004
166819,SKU0055,Product 055,5,2024-09-11 02:22:08,29.45,10016,Spain,147.25
166819,SKU0150,Product 150,3,2024-05-03 19:31:27,35.9,10016,United Kingdom,107.69999999999999
166819,SKU0243,Product 243,7,2025-05-19 07:11:29,153.39,10016,United Kingdom,1073.73
166820,SKU0027,Product 027,7,2024-06-07 17:05:16,37.26,10016,United Kingdom,260.82
166820,SKU0307,Product 307,6,2025-07-20 20:22:46,17.73,10016,United Kingdom,106.38
166820,SKU0239,Product 239,5,2024-02-21 14:11:13,22.11,10016,Spain,110.55
166821,SKU0219,Product 219,6,2025-01-14 01:01:56,22.61,10016,Spain,135.66
166821,SKU0211,Product 211,4,2024-10-21 02:26:37,30.63,10016,United Kingdom,122.52
166821,SKU0089,Product 089,4,2025-11-30 15:11:45,25.02,10016,France,100.08
166822,SKU0282,Product 282,3,2025-01-16 13:27:04,36.15,10016,United Kingdom,108.44999999999999
166822,SKU0380,Product 380,6,2025-11-07 09:19:43,12.75,10016,United Kingdom,76.5
166822,SKU0265,Product 265,4,2024-06-30 13:56:49,14.76,10016,United Kingdom,59.04
166823,SKU0400,Product 400,4,2024-12-12 09:22:38,11.71,10016,Germany,46.84
166823,SKU0396,Product 396,4,2025-08-17 01:55:42,21.77,10016,United Kingdom,87.08
166823,SKU0167,Product 167,5,2024-04-27 12:01:12,20.74,10016,Germany,103.69999999999999
166824,SKU0137,Product 137,5,2025-11-09 03:06:17,25.62,10016,Netherlands,128.1
166824,SKU0385,Product 385,3,2025-07-19 08:16:32,20.6,10016,Netherlands,61.800000000000004
166824,SKU0015,Product 015,7,2025-05-09 11:53:03,10.92,10016,United Kingdom,76.44
166825,SKU0227,Product 227,2,2024-06-26 01:57:22,21.39,10016,Belgium,42.78
166825,SKU0315,Product 315,6,2025-08-20 20:40:57,16.77,10016,Germany,100.62
166825,SKU0223,Product 223,4,2025-09-08 21:15:18,29.56,10016,United Kingdom,118.24
166826,SKU0288,Product 288,3,2024-08-01 01:56:59,29.28,10016,Belgium,87.84
166826,SKU0132,Product 132,3,2025-03-05 04:37:07,32.85,10016,United Kingdom,98.55000000000001
166826,SKU0009,Product 009,4,2024-02-14 07:20:22,17.35,10017,Germany,69.4
166827,SKU0098,Product 098,3,2024-10-15 16:25:30,73.02,10017,Spain,219.06
166827,SKU0241,Product 241,3,2024-04-20 00:52:06,27.1,10017,Germany,81.30000000000001
166827,SKU0117,Product 117,2,2025-02-10 18:04:00,20.43,10017,United Kingdom,40.86
166828,SKU0375,Product 375,8,2025-02-05 14:28:02,7.57,10017,United Kingdom,60.56
166828,SKU0120,Product 120,6,2025-01-24 04:57:52,27.99,10017,France,167.94
166828,SKU0277,Product 277,3,2025-05-09 11:33:10,11.14,10017,Netherlands,33.42
166829,SKU0297,Product 297,4,2025-11-06 03:49:06,16.25,10017,United Kingdom,65.0
166829,SKU0362,Product 362,2,2024-05-23 06:38:26,24.17,10017,United Kingdom,48.34
166829,SKU0049,Product 049,5,2024-06-05 21:54:41,20.05,10017,Ireland,100.25
166830,SKU0018,Product 018,6,2024-06-06 00:24:48,33.45,10017,France,200.70000000000002
166830,SKU0331,Product 331,3,2025-11-09 00:36:59,14.27,10017,France,42.81
166830,SKU0089,Product 089,7,2024-03-08 11:40:03,22.0,10017,Germany,154.0
166831,SKU0236,Product 236,3,2024-01-23 10:28:12,23.83,10017,Spain,71.49
166831,SKU0306,Product 306,3,2024-04-27 19:11:22,41.11,10017,France,123.33
166831,SKU0052,Product 052,4,2025-07-16 01:40:08,9.66,10017,Spain,38.64
166832,SKU0281,Product 281,6,2025-02-27 13:07:52,8.01,10017,France,48.06
166832,SKU0383,Product 383,4,2025-11-03 10:12:29,9.19,10017,United Kingdom,36.76
166832,SKU0327,Product 327,3,2024-05-29 12:53:20,16.42,10017,Netherlands,49.260000000000005
166833,SKU0313,Product 313,4,2024-10-15 04:35:22,44.75,10017,United Kingdom,179.0
166833,SKU0113,Product 113,4,2025-02-09 22:16:37,22.56,10017,United Kingdom,90.24
166833,SKU0285,Product 285,6,2024-02-23 22:02:27,22.57,10017,United Kingdom,135.42000000000002
166834,SKU0191,Product 191,6,2025-11-02 13:43:00,13.18,10017,France,79.08
166834,SKU0307,Product 307,5,2025-08-11 07:32:53,10.46,10017,United Kingdom,52.300000000000004
166834,SKU0152,Product 152,4,2024-04-15 06:56:30,20.51,10017,United Kingdom,82.04
166835,SKU0362,Product 362,2,2025-09-08 19:08:30,9.6,10017,Netherlands,19.2
166835,SKU0211,Product 211,2,2024-11-24 04:17:56,42.56,10017,Ireland,85.12
166835,SKU0185,Product 185,4,2024-09-02 08:58:30,10.18,10017,United Kingdom,40.72
166836,SKU0277,Product 277,4,2025-11-22 02:44:17,15.82,10017,Spain,63.28
166836,SKU0057,Product 057,7,2025-01-14 12:43:53,55.62,10017,France,389.34
166836,SKU0398,Product 398,9,2024-06-15 10:53:40,10.42,10018,Spain,93.78
166837,SKU0265,Product 265,2,2025-08-14 16:14:31,7.21,10018,United Kingdom,14.42
166837,SKU0033,Product 033,3,2025-06-07 20:17:59,25.22,10018,United Kingdom,75.66
166837,SKU0119,Product 119,3,2024-05-20 16:07:42,26.91,10018,United Kingdom,80.73
166838,SKU0105,Product 105,5,2025-05-10 00:55:36,25.14,10018,Ireland,125.7
166838,SKU0303,Product 303,6,2025-04-04 20:24:01,31.16,10018,France,186.96
166838,SKU0349,Product 349,6,2024-07-20 05:38:55,21.99,10018,Spain,131.94
166839,SKU0195,Product 195,5,2024-11-10 07:37:30,11.78,10018,Spain,58.9
166839,SKU0025,Product 025,2,2025-09-05 11:09:37,9.73,10018,Netherlands,19.46
166839,SKU0306,Product 306,4,2024-05-07 11:41:55,27.06,10018,United Kingdom,108.24
166840,SKU0337,Product 337,3,2025-06-12 20:41:22,15.31,10018,Spain,45.93
166840,SKU0112,Product 112,5,2025-08-30 20:02:37,21.42,10018,Germany,107.10000000000001
166840,SKU0228,Product 228,2,2025-11-15 03:38:56,31.5,10018,Australia,63.0
166841,SKU0327,Product 327,4,2024-08-25 07:42:19,19.14,10018,United Kingdom,76.56
166841,SKU0076,Product 076,4,2024-07-13 12:14:16,7.6,10018,United Kingdom,30.4
166841,SKU0090,Product 090,6,2025-11-14 05:02:29,21.2,10018,United Kingdom,127.19999999999999
166842,SKU0342,Product 342,4,2024-12-04 07:59:43,8.72,10018,United Kingdom,34.88
166842,SKU0299,Product 299,2,2025-02-19 06:40:18,12.05,10018,United Kingdom,24.1
166842,SKU0216,Product 216,7,2025-01-10 07:34:41,22.32,10018,Germany,156.24
166843,SKU0262,Product 262,4,2025-01-11 07:52:56,13.99,10018,United Kingdom,55.96
166843,SKU0094,Product 094,3,2025-04-01 17:22:37,53.84,10018,Ireland,161.52
166843,SKU0088,Product 088,7,2024-11-05 03:47:07,29.43,10018,France,206.01
166844,SKU0098,Product 098,1,2024-10-13 20:24:02,23.66,10018,United Kingdom,23.66
166844,SKU0023,Product 023,3,2024-10-19 04:22:09,114.36,10018,Spain,343.08
166844,SKU0269,Product 269,4,2025-04-24 20:51:29,21.09,10018,United Kingdom,84.36
166845,SKU0318,Product 318,3,2025-08-20 01:15:22,34.87,10018,Belgium,104.60999999999999
166845,SKU0090,Product 090,3,2025-02-09 22:31:39,22.1,10018,Spain,66.30000000000001
166845,SKU0379,Product 379,3,2025-05-10 05:21:01,29.22,10018,United Kingdom,87.66
166846,SKU0147,Product 147,2,2024-10-28 00:15:43,12.62,10018,United Kingdom,25.24
166846,SKU0150,Product 150,5,2025-07-19 21:46:01,11.12,10018,Netherlands,55.599999999999994
166846,SKU0109,Product 109,5,2024-10-14 02:47:30,9.39,10019,Ireland,46.95
166847,SKU0301,Product 301,7,2024-11-03 14:40:11,15.34,10019,United Kingdom,107.38
166847,SKU0124,Product 124,5,2024-02-10 17:45:41,18.22,10019,United Kingdom,91.1
166847,SKU0038,Product 038,3,2024-07-10 07:56:34,26.68,10019,France,80.03999999999999
166848,SKU0369,Product 369,3,2025-06-23 21:18:15,43.95,10019,Netherlands,131.85000000000002
166848,SKU0336,Product 336,8,2024-03-04 19:13:40,46.71,10019,Spain,373.68
166848,SKU0056,Product 056,4,2024-06-12 00:46:27,7.04,10019,Netherlands,28.16
166849,SKU0345,Product 345,7,2025-07-21 14:22:46,21.91,10019,Australia,153.37
166849,SKU0146,Product 146,4,2025-09-30 15:40:30,20.36,10019,United Kingdom,81.44
166849,SKU0002,Product 002,2,2024-10-30 04:28:28,20.27,10019,United Kingdom,40.54
166850,SKU0232,Product 232,4,2024-10-24 19:53:45,18.06,10019,Ireland,72.24
166850,SKU0390,Product 390,6,2025-01-07 14:54:42,28.25,10019,Germany,169.5
166850,SKU0094,Product 094,7,2025-07-16 13:45:28,17.38,10019,United Kingdom,121.66
166851,SKU0103,Product 103,2,2024-12-09 22:27:25,34.03,10019,Netherlands,68.06
166851,SKU0296,Product 296,4,2024-05-06 16:27:06,11.07,10019,United Kingdom,44.28
166851,SKU0107,Product 107,4,2024-11-11 01:50:16,17.35,10019,Spain,69.4
166852,SKU0238,Product 238,2,2024-07-05 18:39:07,42.02,10019,United Kingdom,84.04
166852,SKU0123,Product 123,4,2025-05-14 23:46:04,14.94,10019,United Kingdom,59.76
166852,SKU0309,Product 309,3,2024-04-14 12:59:12,13.75,10019,United Kingdom,41.25
166853,SKU0363,Product 363,4,2025-03-20 10:10:51,22.58,10019,United Kingdom,90.32
166853,SKU0237,Product 237,6,2024-04-04 03:01:02,81.49,10019,Ireland,488.93999999999994
166853,SKU0024,Product 024,6,2025-12-11 11:43:45,23.51,10019,United Kingdom,141.06
166854,SKU0363,Product 363,2,2025-04-12 00:46:41,22.56,10019,United Kingdom,45.12
166854,SKU0027,Product 027,4,2024-04-11 00:32:50,30.25,10019,Germany,121.0
166854,SKU0053,Product 053,7,2025-12-01 03:29:29,51.94,10019,United Kingdom,363.58
166855,SKU0163,Product 163,3,2025-02-23 06:20:16,21.57,10019,Spain,64.71000000000001
166855,SKU0304,Product 304,4,2025-03-19 14:59:16,42.31,10019,Australia,169.24
166855,SKU0238,Product 238,3,2024-02-16 09:02:39,34.46,10019,Australia,103.38
166856,SKU0291,Product 291,3,2024-05-17 18:09:15,13.01,10019,United Kingdom,39.03
